"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Capza1",0.112895707492331,-0.264773623353448,0.244,0.282,1
"Ppp6r3",0.112969957514482,-0.340689888029377,0.09,0.118,1
"Scamp2",0.114065168290936,0.297280049207711,0.419,0.399,1
"Cdc73",0.114513052514338,0.261277927657893,0.114,0.086,1
"Asah1",0.114764131568536,0.207820668803099,0.526,0.509,1
"Eif4e",0.114828147257569,-0.325566278906767,0.15,0.181,1
"Srsf3",0.114871581907403,0.17307735987745,0.745,0.699,1
"Azi2",0.114934185590969,0.408871814159864,0.158,0.128,1
"Mia2",0.11515833821864,-0.190390803433611,0.273,0.32,1
"Uba5",0.11518785333976,-0.256120252264068,0.097,0.127,1
"Gas7",0.115430837925048,0.340255469303183,0.214,0.18,1
"Txndc9",0.115575602486263,0.0424569559760779,0.139,0.177,1
"Coa5",0.115777665070443,-0.390568086525087,0.09,0.118,1
"Dennd4a",0.115831070219732,-0.38055329894721,0.245,0.285,1
"Tubb6",0.115865947022494,-0.525979759880662,0.081,0.107,1
"Agpat5",0.115872090508182,-0.273942385146083,0.079,0.105,1
"Cpne2",0.116007008444434,-0.17266224115541,0.073,0.1,1
"Ski",0.116216038606333,-0.193802657122852,0.253,0.293,1
"Actb",0.116220851095502,-0.0264684174601904,1,0.999,1
"Cbr2",0.116404683977865,0.0403529508508679,0.13,0.1,1
"Mgrn1",0.116488293086306,-0.379747777464668,0.081,0.107,1
"Sec11c",0.116522178379403,-0.0601715071088676,0.271,0.314,1
"Agps",0.116577169839297,-0.224860174582573,0.13,0.164,1
"Rp9",0.116616143273057,0.307722722692696,0.295,0.259,1
"Kat6a",0.116850467897846,-0.208717998944438,0.211,0.25,1
"Ago3",0.117257702875609,-0.226308321119304,0.095,0.124,1
"Ccz1",0.117689380588847,-0.154682339562392,0.134,0.168,1
"Parl",0.117932004803703,0.517194385730429,0.121,0.096,1
"Phf12",0.117989975953655,0.487868352281192,0.125,0.099,1
"Tcea1",0.11816550067647,-0.0635368282237148,0.255,0.297,1
"Mcl1",0.11836929551392,-0.102846526977889,0.791,0.85,1
"Pfkfb4",0.118462441749887,-0.340123291944891,0.084,0.111,1
"Ech1",0.118611784254252,0.40136084518609,0.227,0.195,1
"Atp6v1g1",0.118847470872599,0.0915634123374782,0.69,0.647,1
"Slc11a1",0.118856503780401,-0.144714619557595,0.273,0.32,1
"Zup1",0.118945262973917,-0.292842971838821,0.161,0.192,1
"Fam45a",0.118998299323584,0.677213151954929,0.108,0.084,1
"1810037I17Rik",0.119196834496917,0.243264726953838,0.412,0.376,1
"Btbd9",0.119629394212957,0.592112700181541,0.126,0.1,1
"Bmyc",0.119682906091842,0.296966467124379,0.43,0.408,1
"Mrpl27",0.120047789212336,0.450558348072378,0.183,0.154,1
"Tmed10",0.120078892990213,0.201546085274718,0.745,0.688,1
"Tmem147",0.120099434859126,0.42718343357053,0.181,0.151,1
"Gsn",0.120165503869068,-0.163864997165846,0.26,0.304,1
"Xylt1",0.120176379138877,-0.0708781398536535,0.081,0.108,1
"Maea",0.12039938973848,-0.335818173874791,0.086,0.114,1
"Brox",0.120450064609275,0.505806910993755,0.13,0.103,1
"Cerk",0.120577547145183,-0.234338247086957,0.192,0.227,1
"Arpc2",0.12076117997285,-0.0503866705613456,0.885,0.885,1
"Comtd1",0.120948912941452,-0.30960942022466,0.075,0.1,1
"Ppp2r2d",0.121185395016646,-0.390424690080452,0.104,0.132,1
"Gfer",0.121254766176315,0.737219793933047,0.123,0.097,1
"Tspan3",0.121378856802799,0.470365960541116,0.172,0.143,1
"Virma",0.121386273783094,-0.488134824627222,0.088,0.114,1
"Ppp1r18",0.121500335992955,-0.258239739483586,0.256,0.292,1
"Chuk",0.121501687972525,-0.409530396827283,0.075,0.1,1
"Tceal9",0.121614375600208,-0.132993307098232,0.258,0.303,1
"Nudt9",0.121899267166922,0.558367461374351,0.123,0.097,1
"Fchsd2",0.121905214635289,0.31884034134474,0.128,0.1,1
"Mrpl13",0.122168752253965,-0.349074317127799,0.119,0.147,1
"Scd2",0.122581839688946,0.296079312544277,0.106,0.081,1
"Cdc26",0.123006572830882,0.233291354350952,0.181,0.147,1
"Vma21",0.123088697191564,-0.256295077135994,0.119,0.149,1
"Lgals3bp",0.123193238693863,-0.278935273470141,0.284,0.323,1
"Isoc1",0.123700864194674,-0.140530974662572,0.104,0.135,1
"Clcn5",0.123851646575686,0.42354955740544,0.108,0.082,1
"Pbx2",0.123983535382862,-0.509229214715266,0.077,0.101,1
"Ndufv3",0.124018844958644,0.104971194847967,0.518,0.481,1
"Filip1l",0.124034934771977,-0.16508053003687,0.262,0.304,1
"AU020206",0.124579588691249,-0.210764448049559,0.26,0.3,1
"Romo1",0.124792866817256,-0.100776309868895,0.341,0.389,1
"Rnaset2a",0.124838014827705,-0.226613338866489,0.198,0.234,1
"Ubash3b",0.124896853576758,-0.297654449231654,0.121,0.153,1
"Ctdsp1",0.125301274816613,-0.248004651608588,0.11,0.139,1
"Smc3",0.125914778703082,0.31612502811395,0.238,0.207,1
"Ppp1r12c",0.126025382292035,-0.0816319193754009,0.123,0.155,1
"Sp100",0.126319748510459,-0.250033703676575,0.196,0.234,1
"Rap2c",0.126500317624742,-0.0799952392546812,0.11,0.141,1
"Commd7",0.126694704391329,-0.0991185786243556,0.143,0.18,1
"Tapbp",0.127004507861472,-0.15192178036892,0.306,0.351,1
"Vps13a",0.127236974389878,-0.262389440975531,0.099,0.128,1
"Tnrc6c",0.127238166830194,0.361274262047711,0.286,0.259,1
"Mapkapk3",0.1274596185776,-0.35116199033546,0.106,0.134,1
"Nsfl1c",0.128014507762345,-0.242405026671256,0.106,0.135,1
"S100a1",0.128057220323742,0.286406767266312,0.253,0.219,1
"mt-Co2",0.128715730822663,0.00249482929893574,1,1,1
"Wdr83os",0.128758060276868,0.447460010735592,0.275,0.25,1
"Eps8",0.128885133294119,0.269958865182831,0.196,0.162,1
"Noc2l",0.129819297158829,-0.193325432021117,0.134,0.166,1
"Ddx50",0.129950206254405,-0.167732255696339,0.194,0.23,1
"Pak1",0.129995072774767,-0.27766866439165,0.156,0.188,1
"Pdzd11",0.130103608659023,0.515533044118328,0.104,0.08,1
"Fkbp8",0.130165782366127,-0.109932751406665,0.203,0.245,1
"Arf6",0.13034287175906,-0.0526077830389249,0.181,0.227,1
"F13a1",0.13036982290937,0.288093358052288,0.152,0.123,1
"AB124611",0.130813463562475,-0.0290138818473886,0.114,0.143,1
"Mrps16",0.130916849364972,0.55319633213357,0.165,0.138,1
"Tmed7",0.130925518022003,-0.200064779984369,0.17,0.205,1
"Fbrs",0.131354212256063,-0.0680400427473196,0.11,0.141,1
"Adh5",0.13169531345051,0.579169470993422,0.189,0.161,1
"Dhrs3",0.131768538151499,0.446584420455987,0.282,0.258,1
"Ifih1",0.131853702499415,-0.239820844687723,0.106,0.134,1
"Cmtm7",0.131894430142763,0.244943118350557,0.418,0.395,1
"Appbp2",0.132171787011766,-0.345038060177112,0.099,0.126,1
"Stx16",0.132597790957771,0.471670898833954,0.207,0.177,1
"Rack1",0.132600661079171,0.111557488047906,0.984,0.977,1
"Shisa5",0.13302573474661,-0.0976081754066738,0.255,0.301,1
"Aga",0.133231905259402,0.513226060521845,0.123,0.099,1
"Ncstn",0.133251236525822,-0.192505481754736,0.165,0.2,1
"Clic4",0.133555946382828,-0.0946542289482464,0.311,0.364,1
"Baz2b",0.13364452348783,-0.19057242366845,0.256,0.299,1
"Sike1",0.133731151101938,-0.275275001968658,0.075,0.1,1
"Luc7l3",0.133863860655755,-0.0693997363203123,0.277,0.327,1
"Gxylt1",0.13398752097781,0.278009626283987,0.104,0.08,1
"Copb1",0.134114433342693,0.31112201420718,0.238,0.205,1
"Copg1",0.134224592178055,-0.353280215436683,0.079,0.103,1
"Fbxl3",0.134234138256512,0.68131405089261,0.147,0.123,1
"Zfp131",0.134408217408132,-0.281691446031247,0.11,0.138,1
"Fam76a",0.1347606804733,-0.149998503387667,0.141,0.173,1
"Hacd4",0.13489338173975,0.342066059849835,0.332,0.299,1
"Pitpnb",0.135043246677814,0.520772772923668,0.125,0.099,1
"Pfkfb3",0.135130082305319,-0.306881864262452,0.115,0.145,1
"Lrrc8d",0.13534615221857,-0.267193217406284,0.079,0.104,1
"Idh1",0.135632334761207,-0.139642152748172,0.126,0.159,1
"Ivns1abp",0.135666135552655,0.280936031257616,0.344,0.318,1
"Smarca5",0.135804096684843,0.16992600773466,0.449,0.419,1
"Ankrd12",0.136001966781116,-0.220018469485298,0.344,0.385,1
"Eea1",0.136482661623937,-0.0986842168080455,0.222,0.265,1
"Nampt",0.136587899399144,-0.268289600444698,0.168,0.203,1
"Spast",0.136626709333772,0.513965619159748,0.154,0.128,1
"Cdc123",0.136824178219096,0.528211065568224,0.147,0.122,1
"Vps18",0.136859313663748,-0.0312210076398465,0.081,0.108,1
"Gapvd1",0.136882830136743,-0.223001821840457,0.225,0.264,1
"Relb",0.13717032029192,-0.186759025076632,0.117,0.146,1
"Mtmr6",0.137432837809902,-0.0549759341548496,0.152,0.188,1
"Tcn2",0.1376744695226,0.422742988946174,0.22,0.191,1
"Ptp4a2",0.137837474892824,-0.14241029819004,0.626,0.649,1
"S1pr1",0.138022502535167,0.448613710503594,0.189,0.159,1
"Gcc2",0.138070956115226,-0.327021355023457,0.167,0.199,1
"Ube2s",0.138090046661759,0.0488485724792183,0.544,0.514,1
"Dtx3l",0.138123186230174,-0.195916999972546,0.117,0.146,1
"Crybg3",0.138204132022619,-0.492745584633291,0.081,0.104,1
"Mettl9",0.138255368479334,-0.170171562419102,0.101,0.128,1
"Commd8",0.138577062400135,-0.168779402304517,0.222,0.262,1
"Pfdn6",0.138723352724808,0.357197296286113,0.179,0.15,1
"Fosb",0.138793308764367,0.0829499308481436,0.703,0.666,1
"Derl2",0.138846558051502,0.34277174057854,0.174,0.145,1
"Tgfbr1",0.139226636676459,-0.0952987165289785,0.504,0.547,1
"Cyb5r4",0.139333958651571,0.481639085737808,0.128,0.103,1
"Gpalpp1",0.139591350245656,-0.370892904233738,0.081,0.105,1
"Dlgap4",0.139672318839488,0.49216551698438,0.158,0.131,1
"Myo1f",0.139757808192324,-0.189089410602065,0.214,0.254,1
"Nfxl1",0.139829266553669,-0.254305726999555,0.165,0.199,1
"Ptms",0.140037606621967,0.114658472016998,0.758,0.747,1
"Midn",0.140184208243029,-0.214959528194621,0.163,0.196,1
"Msl1",0.14020728301519,-0.183348485837562,0.15,0.182,1
"Prrc1",0.140898132304381,-0.140705426972873,0.099,0.127,1
"Itpr2",0.141095042230875,0.387595323530985,0.214,0.184,1
"Lsm1",0.141252474072423,0.799624100015604,0.108,0.086,1
"Bmt2",0.141438275947622,0.532445405645039,0.126,0.103,1
"Stag2",0.141451307612299,-0.247753050874694,0.242,0.277,1
"Il4ra",0.141533987918308,-0.165680201125143,0.178,0.214,1
"M6pr",0.141565855757217,-0.0925476077106435,0.315,0.368,1
"Sacm1l",0.14181405316205,-0.196092147564101,0.082,0.108,1
"Cetn2",0.14189636382366,-0.26658944324506,0.148,0.178,1
"Cmtm6",0.142119972241759,0.439909769007046,0.262,0.236,1
"Rassf1",0.142411358042267,0.354602120618604,0.196,0.165,1
"Med15",0.142421691197471,-0.113400310847361,0.106,0.135,1
"Ndufc1",0.142498305632249,-0.0786301469288495,0.37,0.419,1
"Luc7l",0.142647535221298,0.107041467597033,0.101,0.131,1
"Rab20",0.142908790227217,-0.404629186109985,0.181,0.207,1
"Rpl27a",0.143120180032825,-0.0548539045107947,1,0.996,1
"Bet1l",0.143186196963664,-0.0428199867439403,0.084,0.111,1
"Zfp950",0.143419515697103,0.750744713494996,0.115,0.093,1
"Fam234a",0.143613569870918,0.608507244348138,0.121,0.097,1
"Snx20",0.143678423156456,0.363943037708708,0.278,0.247,1
"Med8",0.143818401053771,0.455160801797917,0.167,0.141,1
"Polr2e",0.143966836557211,0.460203248051217,0.238,0.212,1
"Mid1",0.144156390410827,0.303227590462161,0.123,0.096,1
"Hras",0.144202708954262,0.465992263303188,0.145,0.12,1
"Ptp4a3",0.144212478025383,-0.125654715527386,0.081,0.105,1
"Cers5",0.144406101089654,0.576747502633914,0.101,0.078,1
"Commd1",0.145002090225781,0.365449830368817,0.214,0.185,1
"Dazap2",0.145136647961181,-0.0601468031112187,0.386,0.446,1
"Ppm1a",0.145755796822066,0.598752793499364,0.147,0.122,1
"Hsbp1",0.145827373640852,0.330037487223163,0.35,0.327,1
"Nup153",0.145927635348286,-0.247696878418689,0.077,0.101,1
"Cyth3",0.146034089204334,0.577795188370857,0.114,0.091,1
"Atraid",0.146093360853676,0.355991217042221,0.277,0.249,1
"Plekhb2",0.146337121088114,-0.408531730174474,0.103,0.128,1
"Zfp639",0.146780834675499,-0.249883614791754,0.084,0.109,1
"Ttc1",0.147093547252855,-0.36292423782499,0.103,0.128,1
"Pim3",0.147101508730693,-0.343987225693924,0.097,0.123,1
"Eif3g",0.147342434947936,-0.227986937209028,0.141,0.173,1
"Nolc1",0.14737473580592,-0.213925544460268,0.112,0.141,1
"Ly6e",0.147573171827577,0.241459300955555,0.775,0.758,1
"Mtch2",0.147820678144086,-0.153522917693337,0.126,0.155,1
"Lrch3",0.147924814949856,-0.203684812529104,0.103,0.13,1
"Sdf4",0.147949064455947,0.228668234932212,0.396,0.361,1
"Ube2m",0.148274176683582,0.454253545566416,0.227,0.196,1
"Btk",0.148369333442439,-0.180108383126759,0.17,0.204,1
"Usp8",0.148455512209129,-0.186831796600563,0.231,0.268,1
"Edem2",0.148694123899611,0.0544650553120818,0.103,0.132,1
"Pts",0.148864970602595,0.371781775224236,0.17,0.142,1
"Creg1",0.149257497636004,0.244301609765018,0.571,0.55,1
"Gid8",0.149512737087528,-0.267196664650253,0.088,0.114,1
"Ralgps2",0.149720666761778,-0.397724789922054,0.114,0.141,1
"2310033P09Rik",0.149831595141315,0.648724953653728,0.132,0.108,1
"Atp6v1b2",0.149883286127282,0.385162219765327,0.211,0.185,1
"Cwc15",0.149930193895001,0.252255631284288,0.284,0.251,1
"Snx10",0.150634800499283,-0.295128377754739,0.194,0.227,1
"Nf1",0.150673993652316,-0.304197096580005,0.104,0.131,1
"Trim27",0.151192573231265,0.564506103129357,0.108,0.085,1
"Lamp1",0.152125917181156,0.118216695468137,0.888,0.905,1
"Agpat3",0.152372365263752,0.727871383490957,0.145,0.123,1
"Myd88",0.152444802653871,-0.127801933045426,0.086,0.112,1
"Tbxas1",0.152617727644975,0.28979930517768,0.22,0.191,1
"Nudt4",0.152667587541691,0.59216538123444,0.161,0.136,1
"Lasp1",0.152730653797245,-0.293624658811129,0.145,0.176,1
"Rnf220",0.152954397327342,-0.26022524204907,0.097,0.123,1
"Mt2",0.15297412250662,-0.898642459038554,0.112,0.135,1
"Rfc1",0.15330658646805,-0.222510754962235,0.189,0.218,1
"Aup1",0.153680911998017,0.310450016690815,0.273,0.246,1
"Timm17a",0.153975812785905,0.630534022837042,0.154,0.13,1
"Irgm1",0.154089080192084,-0.323111920907676,0.084,0.108,1
"Mepce",0.154307784992027,-0.238219822569719,0.123,0.151,1
"H3f3b",0.154398563081251,0.103625919622578,1,0.999,1
"Socs3",0.154425642856061,-0.166584762381135,0.515,0.578,1
"Far1",0.154494029256913,-0.172576621202236,0.168,0.2,1
"Exosc5",0.154547275103756,0.536020629739716,0.128,0.104,1
"Kif2a",0.155414674400084,0.469994358147279,0.139,0.114,1
"Dock4",0.15549031356309,0.47196307867381,0.159,0.134,1
"Necap2",0.155505652356682,-0.145819702143185,0.205,0.242,1
"Plpbp",0.155625221041233,-0.275557574535483,0.099,0.126,1
"Aebp2",0.155764870644795,-0.286701889071095,0.11,0.136,1
"Plxna4os1",0.155786005153297,0.639983143187275,0.101,0.08,1
"Blnk",0.156251208411228,-0.131726635166621,0.271,0.311,1
"Etf1",0.156274254380925,-0.193066570900017,0.231,0.268,1
"Rab6a",0.156657201608909,-0.153080030394702,0.132,0.162,1
"Impa1",0.156679881193454,0.581473702764583,0.125,0.101,1
"Tbc1d14",0.156797656396234,-0.299000060291919,0.093,0.12,1
"Cfap20",0.156819193073651,0.41868295089624,0.117,0.093,1
"Aff4",0.157068056204213,-0.1891215880797,0.255,0.293,1
"Atg3",0.157454564646164,0.4872142482384,0.218,0.195,1
"Tpm1",0.157469235819618,0.436314292909166,0.176,0.153,1
"Nsrp1",0.157717234761051,-0.127141830561907,0.176,0.209,1
"Trappc6a",0.157757529709544,0.62431307657488,0.114,0.092,1
"Cx3cr1",0.157839185709937,-0.0971749476646364,0.78,0.808,1
"Clic1",0.157854432995293,0.153796491478467,0.802,0.796,1
"Samd4b",0.158122423420599,-0.25013292703371,0.097,0.123,1
"Ilkap",0.158271687160695,-0.0947131613891039,0.099,0.127,1
"Cdc37l1",0.158514624803976,0.0342605427569025,0.115,0.146,1
"Mapk6",0.158628718431257,-0.366135283447336,0.088,0.112,1
"Atg5",0.158720456904074,0.518752878275726,0.161,0.138,1
"Fam102b",0.158821832527263,-0.222294109047772,0.112,0.139,1
"Slc30a9",0.159481005080056,0.455559655057916,0.119,0.096,1
"Fmnl1",0.159538756143539,-0.237317933635155,0.168,0.2,1
"Ecpas",0.159933763627795,-0.171138676273257,0.123,0.151,1
"Sumo1",0.160045492009213,0.385349437040989,0.332,0.3,1
"Eri1",0.160115775475002,-0.295367776992637,0.081,0.104,1
"Angel2",0.160252479379036,-0.239651692313279,0.108,0.135,1
"Spire1",0.16029010719826,0.337604576752299,0.163,0.136,1
"Puf60",0.160403435806017,0.409138555091692,0.147,0.122,1
"Arf1",0.160410390608753,0.193332957792416,0.527,0.503,1
"Lrrk1",0.161035801518786,-0.148419213583814,0.088,0.114,1
"Ddb1",0.162130777649946,-0.0990080977746891,0.141,0.17,1
"March7",0.162315540030708,0.334410767738566,0.229,0.199,1
"Rrad",0.16253377525125,-0.149860451249881,0.114,0.142,1
"Ppm1g",0.162695898596348,-0.227374255234353,0.139,0.168,1
"Npm1",0.164026701236016,0.0725619426904895,0.885,0.839,1
"Slc25a28",0.164131623741106,0.530503000333427,0.114,0.092,1
"Vps13c",0.164184940697736,0.36600262393959,0.187,0.159,1
"Mea1",0.164312996672342,0.493370750397169,0.141,0.116,1
"Siva1",0.164423395631689,0.529663862709436,0.139,0.116,1
"Mdm4",0.164472463080775,-0.101456234073524,0.132,0.162,1
"Stat6",0.164754451616423,-0.375601483036965,0.13,0.158,1
"Srp72",0.164990768151924,-0.0921923229143417,0.2,0.238,1
"Casc3",0.165109639665003,-0.233786999219103,0.099,0.124,1
"Stxbp3",0.165263059279846,-0.0776551167242141,0.143,0.174,1
"Zc3h14",0.165591557819928,0.378163067142991,0.13,0.104,1
"Sertad2",0.166089227386453,-0.20959387187662,0.147,0.176,1
"Srpk1",0.166093327750724,0.357671864139102,0.13,0.105,1
"Bola1",0.166199576143107,0.59349275374654,0.106,0.084,1
"Ino80",0.166202718276628,0.520279884232695,0.108,0.086,1
"Rnf130",0.166648969208808,-0.0350920263035837,0.454,0.504,1
"Lsm4",0.166795511379298,0.407138987206617,0.249,0.224,1
"Atp5e",0.167104889043345,-0.0202603081189139,0.896,0.909,1
"N4bp1",0.167255895636853,-0.149877877102564,0.168,0.201,1
"Trim33",0.167293137969558,0.569873787615384,0.154,0.132,1
"Akap8l",0.167517150801249,0.408759739813434,0.176,0.15,1
"Gtf2h2",0.168090318536095,0.44364680137736,0.112,0.089,1
"Mrpl43",0.168140404519332,0.599735508138477,0.203,0.182,1
"Fnbp4",0.168464899259375,0.536717843513727,0.123,0.1,1
"Coa3",0.168633752137574,0.27648715415272,0.222,0.192,1
"Idh3g",0.168994260541427,-0.243135818205058,0.189,0.219,1
"Brk1",0.169008225783295,0.156998966183965,0.498,0.488,1
"Chmp1b",0.169111502747109,-0.202673533749567,0.097,0.123,1
"Lpxn",0.169414963005312,-0.183149454019264,0.148,0.178,1
"Ipo5",0.169553339660298,-0.273064617462518,0.081,0.104,1
"Rab8b",0.169555083136841,-0.0593909657841645,0.352,0.393,1
"Vps36",0.170207040818371,-0.124586358615608,0.145,0.176,1
"Kdm2a",0.170255263829333,-0.189167043842322,0.196,0.228,1
"Myo9a",0.170346994992071,-0.0718705972012221,0.123,0.151,1
"Ebi3",0.170766477655999,-0.0772222069855073,0.148,0.178,1
"Nvl",0.170819619710008,0.649470528063157,0.112,0.091,1
"Mapre2",0.170849856615033,0.0726074326046283,0.137,0.17,1
"Ctsa",0.170974870634509,-0.0508943571361749,0.527,0.582,1
"Lgals3",0.17132323778657,-0.160592672130873,0.328,0.361,1
"Glcci1",0.171464381482586,-0.160510525475064,0.084,0.108,1
"Rps3a1",0.171539158355225,0.104349229342868,1,0.999,1
"Snx9",0.171601952222861,-0.0934851624657177,0.139,0.169,1
"Specc1",0.171643387590631,0.347530922644234,0.198,0.17,1
"Stap1",0.172061244394235,-0.183628085408612,0.386,0.423,1
"Rpl12",0.172134766563564,0.105368167165311,0.995,0.989,1
"Xaf1",0.172569094571401,-0.102645755212421,0.11,0.138,1
"Plxnc1",0.172701448909025,-0.18725414447365,0.108,0.135,1
"Khsrp",0.172883973065131,-0.365315033472281,0.086,0.109,1
"Edem1",0.173046785066411,-0.212700955608061,0.17,0.199,1
"Tnip3",0.173145819024618,0.140484672186399,0.099,0.124,1
"Ppfia1",0.173281896256238,0.599698506647995,0.108,0.086,1
"Ppp1r21",0.173480285315415,-0.110988667185235,0.19,0.224,1
"Myl6",0.173663280840644,0.176010152822687,0.952,0.927,1
"Mrpl15",0.174011861985486,0.466366245821179,0.143,0.119,1
"Wdr1",0.174040229392752,-0.0946649768701565,0.233,0.274,1
"Rps6kb1",0.17428941023485,-0.315147520657767,0.093,0.118,1
"Gm47283",0.174575101377968,0.34337611674294,0.167,0.141,1
"Ago1",0.174998176328487,-0.499577373155828,0.079,0.1,1
"Insig1",0.175100707557665,-0.165782812848031,0.121,0.149,1
"Atp6v1h",0.175436992772234,-0.381830439337567,0.132,0.158,1
"Csf3r",0.175474142798466,-0.273466665519591,0.099,0.123,1
"Slc7a7",0.175547078405273,0.349628036882288,0.119,0.096,1
"Nme1",0.175957322005649,0.457976104828782,0.288,0.272,1
"Svbp",0.176085886070494,0.425776225877674,0.295,0.277,1
"Cstb",0.17609953148342,-0.111844491603383,0.441,0.48,1
"Pnp",0.17614423648957,-0.102035461867766,0.335,0.382,1
"Sri",0.176875883177586,-0.0797521821868052,0.286,0.335,1
"Fnip1",0.177278587025565,0.29897862168317,0.179,0.153,1
"Plod1",0.17743190894973,0.752192251187519,0.101,0.081,1
"Smarcad1",0.177645499447632,0.345750841380591,0.145,0.122,1
"Tagln2",0.177828048895443,-0.0285185723332379,0.269,0.316,1
"Zmiz1",0.178043017616961,-0.10944824981845,0.324,0.362,1
"P2ry6",0.178420771020292,-0.0569357288325996,0.319,0.361,1
"Cyp4v3",0.179524567556962,-0.219388972860514,0.086,0.111,1
"Cyhr1",0.180159195234858,0.640383676794642,0.104,0.085,1
"Tceal8",0.181293882035187,-0.194794739119666,0.092,0.115,1
"Mia3",0.18194137877963,-0.0919566213558956,0.242,0.28,1
"Ss18",0.182167159339146,-0.101064027778989,0.079,0.101,1
