"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Smarca42",7.10083076925831e-19,0.443734142020114,0.436,0.232,1.78436776400692e-14,"Neurons","Smarca4"
"Tfg",7.30556177822357e-19,0.806746000149403,0.304,0.143,1.8358146192498e-14,"Neurons","Tfg"
"Mrpl91",7.54012323373027e-19,0.73762469515477,0.296,0.137,1.89475756740408e-14,"Neurons","Mrpl9"
"Ilf31",8.22044974492378e-19,0.828197373813373,0.268,0.119,2.0657168164019e-14,"Neurons","Ilf3"
"Ik",8.88447693905798e-19,0.488412761528108,0.56,0.324,2.23258021001588e-14,"Neurons","Ik"
"Ppp2r1a2",9.23987199625699e-19,0.663527304703068,0.378,0.194,2.32188743393942e-14,"Neurons","Ppp2r1a"
"Pfdn61",9.70216369072196e-19,0.623456955794796,0.47,0.257,2.43805671384152e-14,"Neurons","Pfdn6"
"Wdr331",1.03715977040116e-18,0.623870036513111,0.406,0.212,2.60627878704108e-14,"Neurons","Wdr33"
"Zdhhc5",1.04173016335481e-18,0.941564423212566,0.25,0.109,2.61776372749431e-14,"Neurons","Zdhhc5"
"Ndufb53",1.13765130867054e-18,0.472587359200512,0.756,0.505,2.85880397355821e-14,"Neurons","Ndufb5"
"Sap30l",1.31477481297845e-18,0.69390593906729,0.35,0.172,3.30389762753354e-14,"Neurons","Sap30l"
"Trappc1",1.33637338399902e-18,0.659947475214282,0.362,0.18,3.35817267665114e-14,"Neurons","Trappc1"
"Epc2",1.57865574679892e-18,0.573653152496272,0.382,0.19,3.967004026131e-14,"Neurons","Epc2"
"Arf3",1.72153872946007e-18,0.597139605943801,0.39,0.199,4.3260546732602e-14,"Neurons","Arf3"
"Arpc1a1",1.74290691809591e-18,0.478517163187101,0.51,0.29,4.37975079448321e-14,"Neurons","Arpc1a"
"Ndufs23",1.80015493909336e-18,0.545910734328754,0.506,0.285,4.52360934644772e-14,"Neurons","Ndufs2"
"Sf3a11",1.84308769799553e-18,0.927176096392143,0.258,0.114,4.63149507629296e-14,"Neurons","Sf3a1"
"Sumo1",1.92648800594463e-18,0.459180814339538,0.672,0.413,4.84107171013827e-14,"Neurons","Sumo1"
"Ubp1",1.93851883140204e-18,0.743842949570121,0.316,0.151,4.87130397143018e-14,"Neurons","Ubp1"
"Fmr12",2.04000160247165e-18,0.692811511636886,0.362,0.183,5.126320026851e-14,"Neurons","Fmr1"
"Rbm392",2.14255931679913e-18,0.271702936093978,0.976,0.877,5.38403730718452e-14,"Neurons","Rbm39"
"Crebrf",2.18730262023856e-18,0.507059386795327,0.426,0.221,5.49647275439748e-14,"Neurons","Crebrf"
"Polr2i3",2.44987633764386e-18,0.674895684843363,0.394,0.211,6.15629424886527e-14,"Neurons","Polr2i"
"Nfe2l14",2.52423922592903e-18,0.465283512352863,0.51,0.288,6.34316075083705e-14,"Neurons","Nfe2l1"
"Sap181",2.59488554929643e-18,0.520488268337427,0.426,0.225,6.52068789682701e-14,"Neurons","Sap18"
"Hras4",2.80445619290834e-18,0.455005788874138,0.448,0.236,7.04731796715938e-14,"Neurons","Hras"
"Ten1",2.82144113778342e-18,0.699411236533938,0.358,0.181,7.08999943513594e-14,"Neurons","Ten1"
"Tug1",2.95977340464046e-18,0.688645859850339,0.31,0.144,7.43761458852101e-14,"Neurons","Tug1"
"Rnf167",3.04460557340212e-18,0.55457154354483,0.35,0.169,7.6507893454022e-14,"Neurons","Rnf167"
"Rab24",3.04634630747182e-18,0.680532049265192,0.346,0.173,7.65516363604594e-14,"Neurons","Rab24"
"Akt2",3.12614405843642e-18,0.821926682949923,0.268,0.119,7.85568740444487e-14,"Neurons","Akt2"
"Ufl11",3.82217691461561e-18,0.767669919842801,0.33,0.165,9.60474836873757e-14,"Neurons","Ufl1"
"Nr2c2",4.06338786575221e-18,0.76729545300379,0.288,0.133,1.02108873678487e-13,"Neurons","Nr2c2"
"Lpin2",4.09414205516247e-18,0.497750870924939,0.324,0.153,1.02881695704178e-13,"Neurons","Lpin2"
"Vdac21",4.61423289235365e-18,0.432622430441562,0.774,0.527,1.15951058351955e-13,"Neurons","Vdac2"
"Guk13",5.11987414273617e-18,0.61304842748476,0.398,0.213,1.28657317332817e-13,"Neurons","Guk1"
"Pds5a1",5.52283278426227e-18,0.664510439544177,0.392,0.205,1.38783265035727e-13,"Neurons","Pds5a"
"Rbm6",5.877977916092e-18,0.692934331246973,0.348,0.174,1.47707707053476e-13,"Neurons","Rbm6"
"Ufm13",6.06191917361949e-18,0.636872627101261,0.43,0.235,1.52329966913884e-13,"Neurons","Ufm1"
"Sel1l2",7.38257707574669e-18,0.637828214938146,0.39,0.204,1.85516779336439e-13,"Neurons","Sel1l"
"Yrdc1",7.70107133551608e-18,0.80826440210038,0.278,0.128,1.93520221590183e-13,"Neurons","Yrdc"
"Mrps151",8.231195629598e-18,0.753904855182064,0.378,0.199,2.06841714976168e-13,"Neurons","Mrps15"
"Nemf1",8.50257170305947e-18,0.591081240055894,0.386,0.202,2.13661124326181e-13,"Neurons","Nemf"
"Desi2",9.15728811516181e-18,0.837614049005503,0.31,0.153,2.30113493045901e-13,"Neurons","Desi2"
"Nfyb1",1.00555181972858e-17,0.707699660054948,0.324,0.158,2.52685116779595e-13,"Neurons","Nfyb"
"Ndufb1-ps2",1.01941386057962e-17,0.392576346576031,0.878,0.734,2.56168509025054e-13,"Neurons","Ndufb1-ps"
"Otub1",1.05482579443293e-17,0.744363387028026,0.344,0.174,2.65067173883051e-13,"Neurons","Otub1"
"Mtrex1",1.1498886329673e-17,0.850756691379595,0.28,0.13,2.88955514578354e-13,"Neurons","Mtrex"
"Trnt11",1.25885654464221e-17,0.754261053651737,0.26,0.116,3.16338061103141e-13,"Neurons","Trnt1"
"Acat12",1.29048109701368e-17,0.619240447743568,0.394,0.211,3.24284994868569e-13,"Neurons","Acat1"
"Cdc261",1.37344129122316e-17,0.66021972219587,0.4,0.215,3.45132062071468e-13,"Neurons","Cdc26"
"Ppp4r3a1",1.41692534502979e-17,0.631387987176509,0.372,0.192,3.56059169952536e-13,"Neurons","Ppp4r3a"
"Emc101",1.44381451966577e-17,0.713348265828182,0.38,0.203,3.62816150646812e-13,"Neurons","Emc10"
"AC149090.11",1.51442482806119e-17,0.322541413037459,0.454,0.244,3.80559815043495e-13,"Neurons","AC149090.1"
"Ythdc11",1.61844912140709e-17,0.377779868222356,0.668,0.409,4.06700079718388e-13,"Neurons","Ythdc1"
"Yipf31",1.63908592457624e-17,0.738562549281423,0.352,0.18,4.11885901986764e-13,"Neurons","Yipf3"
"Ppp3ca2",1.65123191545413e-17,0.483794034997664,0.592,0.357,4.14938068034467e-13,"Neurons","Ppp3ca"
"Mafg",1.73793299386997e-17,0.718377933935906,0.336,0.169,4.36725182029586e-13,"Neurons","Mafg"
"Arid4b",1.82352430715573e-17,0.435567573344491,0.548,0.316,4.58233423145164e-13,"Neurons","Arid4b"
"Ube2q22",1.85873108440033e-17,0.659007475649797,0.334,0.165,4.67080534198958e-13,"Neurons","Ube2q2"
"Csde11",2.03117803233539e-17,0.390595251935202,0.796,0.577,5.1041472774556e-13,"Neurons","Csde1"
"Yipf11",2.06098547337169e-17,0.647459227789584,0.344,0.175,5.17905039603572e-13,"Neurons","Yipf1"
"Rab5a",2.21271556385193e-17,0.442355672893679,0.524,0.296,5.56033294040351e-13,"Neurons","Rab5a"
"Clock1",2.49856383320728e-17,0.734605293059723,0.284,0.133,6.27864105646658e-13,"Neurons","Clock"
"Mrps91",2.52021268964657e-17,0.796486614373985,0.266,0.122,6.33304246781287e-13,"Neurons","Mrps9"
"Taf111",2.78673881613491e-17,0.719675195093708,0.272,0.126,7.0027959710654e-13,"Neurons","Taf11"
"Rybp",2.93401762405404e-17,0.703841324270763,0.292,0.138,7.37289288748541e-13,"Neurons","Rybp"
"Vps4b",2.93485194456227e-17,0.548212840272609,0.496,0.283,7.37498945149052e-13,"Neurons","Vps4b"
"Thoc11",3.20583284981122e-17,0.775334947957774,0.278,0.13,8.05593736829062e-13,"Neurons","Thoc1"
"Rab9",3.43377911116727e-17,0.754391839566333,0.276,0.129,8.62874352845223e-13,"Neurons","Rab9"
"Atp6v1g12",3.97808059309911e-17,0.281592517663017,0.878,0.685,9.99651872239876e-13,"Neurons","Atp6v1g1"
"Acyp12",4.06280028079986e-17,0.760861355566035,0.264,0.121,1.0209410825622e-12,"Neurons","Acyp1"
"Sh3pxd2a2",4.08721126085291e-17,0.768438077050711,0.268,0.124,1.02707531773973e-12,"Neurons","Sh3pxd2a"
"Cblb1",4.35976425033855e-17,0.592664394479814,0.256,0.114,1.09556515846757e-12,"Neurons","Cblb"
"Atp6v1b2",4.89227384024836e-17,0.609009715343148,0.324,0.157,1.22937949331601e-12,"Neurons","Atp6v1b2"
"Slc35b13",5.01665154145013e-17,0.692697127064843,0.344,0.176,1.260634365851e-12,"Neurons","Slc35b1"
"Vps29",5.89660691755263e-17,0.492011849244942,0.5,0.287,1.4817583523118e-12,"Neurons","Vps29"
"Gpi11",6.63195302923949e-17,0.292556345143898,0.682,0.444,1.66654347671759e-12,"Neurons","Gpi1"
"Bloc1s2",7.0039153843679e-17,0.708935414635553,0.264,0.121,1.76001389693781e-12,"Neurons","Bloc1s2"
"Evl1",7.24342090582576e-17,0.412241401685148,0.326,0.154,1.82019923942496e-12,"Neurons","Evl"
"Zmpste241",7.54791610445786e-17,0.686137425778754,0.326,0.163,1.89671583788922e-12,"Neurons","Zmpste24"
"Atp5g33",8.6367865468314e-17,0.398022519897042,0.8,0.594,2.17033809135326e-12,"Neurons","Atp5g3"
"Mob1b2",8.67536616227986e-17,0.682962022130991,0.31,0.153,2.18003276291931e-12,"Neurons","Mob1b"
"Cox141",8.93675030166421e-17,0.42739586525966,0.612,0.384,2.2457159833052e-12,"Neurons","Cox14"
"Prdx23",9.36555728903946e-17,0.576633806386602,0.774,0.553,2.35347089116273e-12,"Neurons","Prdx2"
"Fam133b1",9.96058317353258e-17,0.555573281472215,0.396,0.215,2.502994945677e-12,"Neurons","Fam133b"
"Gps11",1.02410862082065e-16,0.886650607259349,0.28,0.135,2.57348255326022e-12,"Neurons","Gps1"
"Eif4e4",1.05367611346198e-16,0.647309275146352,0.36,0.188,2.64778270551861e-12,"Neurons","Eif4e"
"Tvp23b2",1.10884078474767e-16,0.75772749312193,0.282,0.135,2.78640600799241e-12,"Neurons","Tvp23b"
"Zfp8001",1.11111458408177e-16,0.713980442517539,0.332,0.167,2.79211983833907e-12,"Neurons","Zfp800"
"Commd8",1.13723951111698e-16,0.709314561270352,0.322,0.16,2.85776916748586e-12,"Neurons","Commd8"
"Zbtb44",1.2035579448117e-16,0.831841569578153,0.252,0.115,3.02442075951733e-12,"Neurons","Zbtb44"
"Psma51",1.54412726456917e-16,0.412055728033952,0.596,0.354,3.88023740313587e-12,"Neurons","Psma5"
"Krit1",1.66638012489213e-16,0.474930815228979,0.366,0.187,4.18744661584144e-12,"Neurons","Krit1"
"Gpbp11",1.67235919277121e-16,0.377999687579579,0.526,0.3,4.20247141551478e-12,"Neurons","Gpbp1"
"Usp9x2",1.78140548231074e-16,0.554605153350512,0.476,0.276,4.47649383649867e-12,"Neurons","Usp9x"
"Zfp2071",1.79727811527945e-16,0.545533478199735,0.426,0.233,4.51638017588574e-12,"Neurons","Zfp207"
"Crnkl11",1.85688640810552e-16,0.751129601167417,0.28,0.135,4.66616985492836e-12,"Neurons","Crnkl1"
"Sdha1",1.8742173182427e-16,0.467240052814981,0.488,0.278,4.70972069901207e-12,"Neurons","Sdha"
"Cflar",2.09709020526244e-16,0.716102370348519,0.418,0.237,5.26977797680397e-12,"Neurons","Cflar"
"Ttc142",2.17089174553869e-16,0.438399207930081,0.502,0.284,5.45523386736418e-12,"Neurons","Ttc14"
"Zmym4",2.26149997446156e-16,0.794364471505018,0.272,0.129,5.68292328582445e-12,"Neurons","Zmym4"
"Ei241",2.41376925233741e-16,0.740448672446622,0.3,0.149,6.06556075419867e-12,"Neurons","Ei24"
"Pex2",2.85791811648379e-16,0.713382714594995,0.274,0.13,7.18166243491212e-12,"Neurons","Pex2"
"Fam76a",2.89795632718134e-16,0.64461462177491,0.35,0.181,7.28227445457399e-12,"Neurons","Fam76a"
"Isca21",2.94907621421172e-16,0.732438002049001,0.3,0.149,7.41073361869263e-12,"Neurons","Isca2"
"Txndc92",3.14702841818679e-16,0.483944519983169,0.432,0.236,7.90816771206159e-12,"Neurons","Txndc9"
"Mplkip1",3.15234606963284e-16,0.659981221721238,0.334,0.17,7.92153043838038e-12,"Neurons","Mplkip"
"Stk391",3.16841532371756e-16,0.72669392727717,0.266,0.126,7.96191086696985e-12,"Neurons","Stk39"
"Cdipt",3.2414343655971e-16,0.672244242717687,0.288,0.14,8.14540041730895e-12,"Neurons","Cdipt"
"Ccdc174",3.35943423758137e-16,0.519326569555508,0.322,0.159,8.44192229561823e-12,"Neurons","Ccdc174"
"Ino80d",3.84306591803538e-16,0.548118029501385,0.354,0.183,9.6572403454311e-12,"Neurons","Ino80d"
"Nipbl",3.99982353525588e-16,0.322460800750415,0.684,0.428,1.00511565617445e-11,"Neurons","Nipbl"
"Rtf2",4.53637022695797e-16,0.394715810748346,0.448,0.246,1.13994447433227e-11,"Neurons","Rtf2"
"Sbno12",4.55523456007766e-16,0.37195785939978,0.51,0.296,1.14468489260192e-11,"Neurons","Sbno1"
"Snrpd11",4.61639109457053e-16,0.424098446542158,0.538,0.317,1.16005291815463e-11,"Neurons","Snrpd1"
"Fam76b",4.86751152311073e-16,0.681165802932837,0.342,0.177,1.2231569706425e-11,"Neurons","Fam76b"
"Usp241",4.91419360674798e-16,0.849887511092238,0.258,0.121,1.2348877114397e-11,"Neurons","Usp24"
"Upf2",4.9205482711238e-16,0.588552522773197,0.372,0.199,1.2364845750507e-11,"Neurons","Upf2"
"4632427E13Rik1",5.65866332221683e-16,0.649414404134524,0.31,0.155,1.42196550623987e-11,"Neurons","4632427E13Rik"
"Hmgcr",5.74662827015506e-16,0.617970764508343,0.314,0.155,1.44407021800727e-11,"Neurons","Hmgcr"
"Mrpl551",5.81419699669054e-16,0.763121684247833,0.282,0.138,1.46104956329837e-11,"Neurons","Mrpl55"
"Mtpn",5.82866287683603e-16,0.369310236726013,0.564,0.332,1.46468469432013e-11,"Neurons","Mtpn"
"Cops61",5.99672175929958e-16,0.459086489536647,0.458,0.256,1.50691621089439e-11,"Neurons","Cops6"
"Skp1a5",6.05478563179453e-16,0.287056545305123,0.764,0.492,1.52150708141365e-11,"Neurons","Skp1a"
"Cdc1232",7.03753530061072e-16,0.598311290041016,0.364,0.194,1.76846224569047e-11,"Neurons","Cdc123"
"Csnk2a11",7.22923945388603e-16,0.365856333861618,0.64,0.401,1.81663558236702e-11,"Neurons","Csnk2a1"
"Stub12",7.39243812903366e-16,0.477746612638788,0.462,0.266,1.85764577744487e-11,"Neurons","Stub1"
"Mrps261",7.42307982994852e-16,0.605115955731648,0.35,0.181,1.86534573046776e-11,"Neurons","Mrps26"
"Sdhd3",7.62554781270628e-16,0.539894765950992,0.372,0.201,1.91622390985496e-11,"Neurons","Sdhd"
"Mocs22",8.14914352252602e-16,0.579602452166984,0.348,0.182,2.04779827577556e-11,"Neurons","Mocs2"
"Rfc21",8.82385456065383e-16,0.588963333734611,0.306,0.149,2.2173464125467e-11,"Neurons","Rfc2"
"Mrps142",8.88566207466454e-16,0.341930004890903,0.636,0.385,2.23287802274245e-11,"Neurons","Mrps14"
"Zdhhc31",9.80629301309541e-16,0.679355833771619,0.304,0.152,2.46422337126075e-11,"Neurons","Zdhhc3"
"Cfap97",9.85804557020234e-16,0.721263238688083,0.262,0.123,2.47722827133615e-11,"Neurons","Cfap97"
"Fnta3",1.00963969477327e-15,0.667511593022878,0.31,0.157,2.53712358899574e-11,"Neurons","Fnta"
"Tmem2432",1.01672677532383e-15,0.51062690808092,0.344,0.175,2.55493271371126e-11,"Neurons","Tmem243"
"Dnajc10",1.16244886268478e-15,0.758052875352296,0.3,0.151,2.92111774704058e-11,"Neurons","Dnajc10"
"Rnpep",1.23743691621832e-15,0.654594188100353,0.314,0.16,3.10955522676502e-11,"Neurons","Rnpep"
"Srgap22",1.24322494226081e-15,0.543689257668576,0.344,0.179,3.12409995740719e-11,"Neurons","Srgap2"
"2900097C17Rik3",1.2915999562457e-15,0.518520967404504,0.46,0.267,3.24566153004982e-11,"Neurons","2900097C17Rik"
"Gnl21",1.3900644414392e-15,0.747135398024815,0.264,0.126,3.49309293489255e-11,"Neurons","Gnl2"
"Dmxl11",1.49842868614386e-15,0.454340076768514,0.358,0.185,3.76540144541091e-11,"Neurons","Dmxl1"
"Ap2m1",1.49893926538685e-15,0.481731064701921,0.454,0.257,3.76668447999062e-11,"Neurons","Ap2m1"
"Socs4",1.55213831556012e-15,0.781673091685633,0.258,0.123,3.90036837317103e-11,"Neurons","Socs4"
"Mkln11",1.56304830825239e-15,0.37155394397665,0.444,0.246,3.92778409380744e-11,"Neurons","Mkln1"
"Ndufs34",1.6487582078635e-15,0.435342863960289,0.508,0.297,4.14316450054018e-11,"Neurons","Ndufs3"
"Pak1ip12",1.72172812379805e-15,0.578335836403034,0.42,0.238,4.32653060229211e-11,"Neurons","Pak1ip1"
"Zfp2661",1.78929750033084e-15,0.735156868927992,0.276,0.134,4.49632568858137e-11,"Neurons","Zfp266"
"Lage32",2.08522257236243e-15,0.724425960266719,0.308,0.159,5.23995580208955e-11,"Neurons","Lage3"
"Selenof3",2.24468684110493e-15,0.387656396163757,0.826,0.642,5.64067356301257e-11,"Neurons","Selenof"
"Zhx1",2.5431108547575e-15,0.696467599228685,0.276,0.134,6.39058326692013e-11,"Neurons","Zhx1"
"1110059G10Rik",2.59675635438676e-15,0.690826975347029,0.26,0.124,6.52538904293849e-11,"Neurons","1110059G10Rik"
"Rnh13",2.68553597793293e-15,0.455022812592692,0.556,0.35,6.74848335894765e-11,"Neurons","Rnh1"
"Rab5b",2.72305273924909e-15,0.730033465093213,0.252,0.118,6.84275922845904e-11,"Neurons","Rab5b"
"Cct31",3.15063774584788e-15,0.469699375259279,0.48,0.277,7.91723759154113e-11,"Neurons","Cct3"
"Slmap1",3.22357600161351e-15,0.625908683864281,0.298,0.149,8.1005241344546e-11,"Neurons","Slmap"
"Usp19",3.34782555377335e-15,0.623026743977646,0.296,0.146,8.41275083407705e-11,"Neurons","Usp19"
"Tor1a",3.54405599266676e-15,0.692016846749921,0.266,0.127,8.90585830397231e-11,"Neurons","Tor1a"
"Dennd5a",3.54957171359059e-15,0.644786572879317,0.286,0.141,8.91971875908179e-11,"Neurons","Dennd5a"
"Mrpl112",3.57181386348664e-15,0.648996964315489,0.342,0.18,8.97561105755559e-11,"Neurons","Mrpl11"
"Thap121",3.86144285644151e-15,0.666520339389604,0.296,0.148,9.70341975395187e-11,"Neurons","Thap12"
"Ptpa1",4.06531623398225e-15,0.713575814951551,0.284,0.14,1.0215733164374e-10,"Neurons","Ptpa"
"Hypk2",4.09927866639233e-15,0.614261922420651,0.326,0.171,1.03010773607773e-10,"Neurons","Hypk"
"Pspc11",4.15050505604071e-15,0.680257619176651,0.256,0.122,1.04298041553247e-10,"Neurons","Pspc1"
"Isoc11",4.15688537662311e-15,0.829744725995826,0.28,0.14,1.04458372629162e-10,"Neurons","Isoc1"
"Srsf32",4.28655292148603e-15,0.336102506683735,0.894,0.75,1.07716788364022e-10,"Neurons","Srsf3"
"Taf1",4.45650042611422e-15,0.510465072928173,0.344,0.181,1.11987399207824e-10,"Neurons","Taf1"
"Nsmce4a2",4.62526521653544e-15,0.526958772055489,0.408,0.228,1.16228289626319e-10,"Neurons","Nsmce4a"
"Rfx7",5.13248289562308e-15,0.759749940294165,0.256,0.121,1.28974162684112e-10,"Neurons","Rfx7"
"Eif4a31",5.25758048860612e-15,0.474613438446728,0.408,0.225,1.32117740098183e-10,"Neurons","Eif4a3"
"Prrc2c2",5.83170025286532e-15,0.295055845031983,0.908,0.747,1.46544795654253e-10,"Neurons","Prrc2c"
"Tanc13",6.07553230600807e-15,0.709717639813485,0.25,0.119,1.52672051317677e-10,"Neurons","Tanc1"
"Tbc1d20",6.43962937117095e-15,0.540890518844405,0.31,0.155,1.61821446468155e-10,"Neurons","Tbc1d20"
"Brcc31",6.6942657236657e-15,0.765954531862241,0.264,0.128,1.68220203369995e-10,"Neurons","Brcc3"
"Mmadhc1",7.46010265090459e-15,0.700663236049082,0.274,0.136,1.87464919514581e-10,"Neurons","Mmadhc"
"Scaf113",7.58089333834373e-15,0.280323535174724,0.658,0.419,1.9050026869924e-10,"Neurons","Scaf11"
"Prpf81",7.99291480218219e-15,0.532305673014685,0.388,0.212,2.00853956064036e-10,"Neurons","Prpf8"
"Hpf11",8.31408538365351e-15,0.502919618360861,0.392,0.215,2.08924651605829e-10,"Neurons","Hpf1"
"Ip6k1",9.34628684456315e-15,0.710178817284974,0.262,0.127,2.34862842117027e-10,"Neurons","Ip6k1"
"Ebp",9.89417970044574e-15,0.562963188457277,0.356,0.193,2.48630841692501e-10,"Neurons","Ebp"
"Pbdc11",1.07738340401198e-14,0.66839046312648,0.322,0.169,2.7073567559417e-10,"Neurons","Pbdc1"
"Lima14",1.140867885529e-14,0.289804905495663,0.392,0.214,2.86688690954582e-10,"Neurons","Lima1"
"Zfp2921",1.18982308747795e-14,0.368172611666094,0.478,0.275,2.98990643652334e-10,"Neurons","Zfp292"
"Uri11",1.20495731093168e-14,0.574009171556827,0.33,0.174,3.02793722664021e-10,"Neurons","Uri1"
"Mapk12",1.30446095283978e-14,0.464255757235716,0.406,0.225,3.27797992839108e-10,"Neurons","Mapk1"
"Chmp52",1.31449836724754e-14,0.482614961855251,0.488,0.295,3.30320294705633e-10,"Neurons","Chmp5"
"Scfd11",1.36289794866596e-14,0.59785315162665,0.338,0.182,3.4248262552027e-10,"Neurons","Scfd1"
"Ywhab2",1.45428997826412e-14,0.371397800350475,0.784,0.565,3.65448528637991e-10,"Neurons","Ywhab"
"Hprt2",1.4559063795274e-14,0.477725172869712,0.434,0.246,3.6585471411144e-10,"Neurons","Hprt"
"Rpp21",1.46309774635938e-14,0.477796296472041,0.394,0.22,3.67661832682648e-10,"Neurons","Rpp21"
"Cox7a22",1.48635372281166e-14,0.324849671558925,0.926,0.811,3.73505827005341e-10,"Neurons","Cox7a2"
"Usf21",1.78456622615009e-14,0.380726335346769,0.404,0.221,4.48443646969255e-10,"Neurons","Usf2"
"Atp5a14",1.83588206341208e-14,0.282174836075391,0.91,0.746,4.61338803714822e-10,"Neurons","Atp5a1"
"Park73",1.84930514831076e-14,0.327505891689872,0.848,0.633,4.64711890719011e-10,"Neurons","Park7"
"Psma21",1.94957848174548e-14,0.343553023253265,0.808,0.583,4.89909576677821e-10,"Neurons","Psma2"
"Thrap32",1.98819742733646e-14,0.332786833118966,0.614,0.386,4.99614131515379e-10,"Neurons","Thrap3"
"Clns1a1",1.99949613902395e-14,0.703753249792247,0.27,0.135,5.02453384775329e-10,"Neurons","Clns1a"
"Smn11",2.31210609148433e-14,0.64853835380002,0.274,0.136,5.81009139729098e-10,"Neurons","Smn1"
"Ewsr12",2.4059949354199e-14,0.420083139695875,0.514,0.309,6.04602467321665e-10,"Neurons","Ewsr1"
"Mau2",2.45778302073702e-14,0.778085417873136,0.26,0.128,6.17616295281007e-10,"Neurons","Mau2"
"Bclaf12",2.80118805170921e-14,0.305635496640291,0.68,0.43,7.03910545514007e-10,"Neurons","Bclaf1"
"Psmd61",3.11029908102262e-14,0.574084987256704,0.424,0.249,7.81587056070173e-10,"Neurons","Psmd6"
"Prpf40a1",3.33928571790038e-14,0.404528031343834,0.6,0.387,8.39129108051186e-10,"Neurons","Prpf40a"
"Phf5a1",3.49405354742051e-14,0.47520658217894,0.404,0.227,8.78020715931301e-10,"Neurons","Phf5a"
"Map1lc3b1",3.52725122574744e-14,0.283307902500998,0.856,0.715,8.86362960518073e-10,"Neurons","Map1lc3b"
"Mbd22",3.62331058845215e-14,0.347333753944098,0.524,0.318,9.1050171777214e-10,"Neurons","Mbd2"
"Pcf11",3.90939335999252e-14,0.45219408635073,0.434,0.249,9.82391457432521e-10,"Neurons","Pcf11"
"Ranbp12",4.37700292716485e-14,0.265719139913213,0.632,0.385,1.09989706556725e-09,"Neurons","Ranbp1"
"2310009A05Rik",4.48221693146589e-14,0.649646326933132,0.296,0.153,1.12633629270806e-09,"Neurons","2310009A05Rik"
"Herpud12",4.89624974374744e-14,0.754460251403168,0.478,0.313,1.23037859810629e-09,"Neurons","Herpud1"
"Lsm11",4.91851555031578e-14,0.623224616052787,0.298,0.154,1.23597377263885e-09,"Neurons","Lsm1"
"Cdk131",5.14786920309591e-14,0.46583131493019,0.378,0.207,1.29360805204597e-09,"Neurons","Cdk13"
"Sdf41",5.15439484504241e-14,0.257510483061641,0.588,0.359,1.29524788061071e-09,"Neurons","Sdf4"
"Kdm3b",5.28316187219087e-14,0.616878094426251,0.252,0.122,1.32760574686284e-09,"Neurons","Kdm3b"
"Mea11",5.29512560217846e-14,0.602852865593126,0.34,0.184,1.33061211257142e-09,"Neurons","Mea1"
"Zc3h181",5.414717011882e-14,0.549535592477921,0.316,0.164,1.36066423791583e-09,"Neurons","Zc3h18"
"Pin41",5.44952679942819e-14,0.417625904758556,0.424,0.241,1.36941158942831e-09,"Neurons","Pin4"
"Hnrnpc1",6.01655281032682e-14,0.327287169221413,0.634,0.402,1.51189955570703e-09,"Neurons","Hnrnpc"
"Ubald22",6.34717112300164e-14,0.306472328880816,0.462,0.268,1.59498063149908e-09,"Neurons","Ubald2"
"Trappc6a3",6.40467783913279e-14,0.602357798571378,0.344,0.188,1.60943149419568e-09,"Neurons","Trappc6a"
"Prpf6",6.45981340598369e-14,0.542156621741979,0.312,0.161,1.62328651078964e-09,"Neurons","Prpf6"
"Slc12a6",7.87072180044009e-14,0.437886990576383,0.306,0.154,1.97783368123259e-09,"Neurons","Slc12a6"
"Fam120a1",1.012802007748e-13,0.593183839955587,0.366,0.204,2.54507016526996e-09,"Neurons","Fam120a"
"Smg62",1.16986161769953e-13,0.432630909170714,0.396,0.218,2.93974525911715e-09,"Neurons","Smg6"
"Hnrnpa33",1.31019926923709e-13,0.267390704073862,0.92,0.781,3.29239974366588e-09,"Neurons","Hnrnpa3"
"Nckap15",1.3591184255204e-13,0.617095850548561,0.252,0.125,3.41532869149021e-09,"Neurons","Nckap1"
"Raf1",1.47868300082614e-13,0.423845389917687,0.312,0.16,3.715782512776e-09,"Neurons","Raf1"
"Faf22",1.50984056999457e-13,0.636171828002279,0.328,0.18,3.79407836833936e-09,"Neurons","Faf2"
"Snapc5",1.62886007385426e-13,0.461608017509548,0.398,0.225,4.09316247958837e-09,"Neurons","Snapc5"
"Setd32",1.63521814201096e-13,0.557587715196919,0.342,0.19,4.10913966905934e-09,"Neurons","Setd3"
"Marf1",1.70849008712774e-13,0.703180871465766,0.256,0.127,4.29326473994329e-09,"Neurons","Marf1"
"Acadvl2",1.75254170110681e-13,0.715816348034891,0.262,0.133,4.4039620407113e-09,"Neurons","Acadvl"
"Tpi15",1.76792551340114e-13,0.273452075540201,0.534,0.336,4.44262002262572e-09,"Neurons","Tpi1"
"Znrd21",1.8768722166604e-13,0.645597074555197,0.27,0.138,4.71639219324591e-09,"Neurons","Znrd2"
"Csnk2a2",2.22109540482202e-13,0.671971673035402,0.296,0.155,5.58139064277726e-09,"Neurons","Csnk2a2"
"Oard11",2.25391019287132e-13,0.647915226348942,0.288,0.15,5.66385092366633e-09,"Neurons","Oard1"
"Bmp2k1",2.27987813069837e-13,0.291081157938595,0.292,0.146,5.72910575463192e-09,"Neurons","Bmp2k"
