"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Cd79a",0,9.47540111356796,0.93,0.007,0,"B cells","Cd79a"
"Igkc",0,9.11658297756148,0.884,0.018,0,"B cells","Igkc"
"Cd79b",0,6.88831335838844,0.842,0.029,0,"B cells","Cd79b"
"Ighm",0,4.94477384540972,0.912,0.16,0,"B cells","Ighm"
"Iglc3",0,9.71067029211424,0.596,0.001,0,"B cells","Iglc3"
"Iglc2",0,9.67767476760227,0.582,0.003,0,"B cells","Iglc2"
"Ms4a1",0,9.94730612010254,0.574,0.002,0,"B cells","Ms4a1"
"Pax5",0,8.74946767209007,0.498,0.003,0,"B cells","Pax5"
"Vpreb3",0,6.89448945626567,0.51,0.02,0,"B cells","Vpreb3"
"Mzb1",0,8.5339664897143,0.488,0.003,0,"B cells","Mzb1"
"Ighd",0,8.50300463375321,0.484,0.004,0,"B cells","Ighd"
"Fcmr",0,8.32435896543067,0.476,0.004,0,"B cells","Fcmr"
"Fcrla",0,8.46059785777843,0.456,0.003,0,"B cells","Fcrla"
"H2-Ob",0,6.25291788924964,0.42,0.015,0,"B cells","H2-Ob"
"Bank1",0,5.67354380764186,0.404,0.018,0,"B cells","Bank1"
"Siglecg",0,5.98281615466972,0.39,0.013,0,"B cells","Siglecg"
"Spib",0,5.87114608861944,0.348,0.01,0,"B cells","Spib"
"Pou2af1",0,7.53861438370568,0.298,0.002,0,"B cells","Pou2af1"
"Fcer2a",0,8.59061346869123,0.268,0.001,0,"B cells","Fcer2a"
"Iglc1",1.32211966827118e-320,8.74558754890014,0.3,0.004,3.32235451439864e-316,"B cells","Iglc1"
"Ly6d",7.71932720347618e-316,2.74428560164302,0.782,0.116,1.93978973296153e-311,"B cells","Ly6d"
"Gm31243",3.41549390156429e-285,7.26410125881266,0.264,0.004,8.5827946252409e-281,"B cells","Gm31243"
"Cd37",9.13621434526104e-273,3.44355167681405,0.798,0.19,2.29583930282065e-268,"B cells","Cd37"
"H2-DMb2",2.51939867611492e-257,4.78843289393979,0.42,0.034,6.33099693320919e-253,"B cells","H2-DMb2"
"Tnfrsf13c",1.16332737385661e-255,6.59855344476623,0.252,0.005,2.92332535776427e-251,"B cells","Tnfrsf13c"
"Ebf1",1.03757998262043e-242,3.10451593844034,0.916,0.306,2.60733473832688e-238,"B cells","Ebf1"
"Ccr7",6.97876624473551e-232,4.18892501709731,0.318,0.017,1.75369416963959e-227,"B cells","Ccr7"
"BE692007",2.4698150880195e-216,4.24549203157666,0.4,0.039,6.20639833468419e-212,"B cells","BE692007"
"H2-Aa",2.80850719073948e-204,1.4909785561341,0.764,0.163,7.05749771960923e-200,"B cells","H2-Aa"
"H2-Ab1",1.01151751018795e-202,1.30095510092139,0.784,0.176,2.5418423513513e-198,"B cells","H2-Ab1"
"Cd74",1.24189640979418e-196,1.90810969104622,0.882,0.297,3.12076148817181e-192,"B cells","Cd74"
"Ptprcap",1.7450026205828e-187,2.37871343059585,0.682,0.154,4.38501708526253e-183,"B cells","Ptprcap"
"Ralgps2",1.78553841284996e-183,3.66774604494737,0.532,0.105,4.48687947765067e-179,"B cells","Ralgps2"
"H2-Eb1",9.15052890109271e-182,1.25100354048487,0.708,0.154,2.29943640755559e-177,"B cells","H2-Eb1"
"Mef2c",7.22822341241813e-174,2.60375025386843,0.728,0.222,1.81638026130655e-169,"B cells","Mef2c"
"H2-Oa",1.99148926678915e-170,4.51978717837157,0.294,0.025,5.00441337851446e-166,"B cells","H2-Oa"
"Fau",9.55235266467498e-166,1.16720081349596,1,0.998,2.40041070110618e-161,"B cells","Fau"
"Rps20",8.5828999624121e-161,1.24755684679473,0.998,0.981,2.15679693155454e-156,"B cells","Rps20"
"Scd1",9.00435604911194e-156,2.78827623546706,0.338,0.039,2.26270463158134e-151,"B cells","Scd1"
"H3f3a",3.26490642090289e-155,1.43929572157005,0.998,0.98,8.20438334508688e-151,"B cells","H3f3a"
"Rps19",1.25693576532779e-152,1.28671891447086,1,0.968,3.15855388469219e-148,"B cells","Rps19"
"Rps24",3.70650294834141e-150,1.17554916599862,1,0.994,9.31407125888712e-146,"B cells","Rps24"
"Rps15a",5.04404611923414e-143,1.1504691872561,1,0.974,1.26751834930235e-138,"B cells","Rps15a"
"Rpl18a",4.88691881290546e-138,1.11203930759541,1,0.986,1.22803382849501e-133,"B cells","Rpl18a"
"Rps27",1.36361797916273e-137,1.39738239366424,1,0.982,3.42663561983802e-133,"B cells","Rps27"
"Rpl34",3.94467991274541e-130,1.07368852750301,0.998,0.986,9.91258615273795e-126,"B cells","Rpl34"
"Cd72",1.40155688049273e-128,2.68704733560537,0.422,0.08,3.52197228499019e-124,"B cells","Cd72"
"Bach2",2.02402025410232e-128,3.83404895611844,0.338,0.052,5.08616049653373e-124,"B cells","Bach2"
"Rps13",6.7955975846952e-128,0.998155181541616,0.998,0.99,1.70766571705806e-123,"B cells","Rps13"
"Rps26",2.51682803479031e-123,1.09991792174005,0.998,0.967,6.32453716862458e-119,"B cells","Rps26"
"Rpl35a",1.36951427484986e-120,0.96225761452452,1,0.978,3.4414524212702e-116,"B cells","Rpl35a"
"Rps3a1",1.54563752902701e-119,0.948946315216515,1,0.989,3.88403254669197e-115,"B cells","Rps3a1"
"Rps16",3.81726945117201e-118,0.928358023050926,0.998,0.988,9.59241640385015e-114,"B cells","Rps16"
"Slamf6",2.63574542216084e-117,3.59890255474905,0.28,0.037,6.62336467134796e-113,"B cells","Slamf6"
"Hvcn1",6.03329458006789e-117,3.57942964267533,0.328,0.054,1.51610659502526e-112,"B cells","Hvcn1"
"Rpl39",1.97917353613746e-116,1.12703140067564,1,0.966,4.97346517895982e-112,"B cells","Rpl39"
"Rps7",3.27537409485475e-115,0.975759225629664,1,0.988,8.23068756296049e-111,"B cells","Rps7"
"Rpl12",8.07382281429394e-115,1.10538282648477,1,0.942,2.02887093500392e-110,"B cells","Rpl12"
"Rps10",1.16063798131299e-113,0.923908344029416,1,0.991,2.91656718324141e-109,"B cells","Rps10"
"Gm8369",1.45897758451022e-110,3.01753427529398,0.298,0.045,3.66626477211572e-106,"B cells","Gm8369"
"Rpl17",2.42088758471914e-105,0.902098875012721,1,0.985,6.08344841164072e-101,"B cells","Rpl17"
"Rpl27a",1.3853258257148e-104,0.873614768764822,1,0.989,3.48118526743873e-100,"B cells","Rpl27a"
"Napsa",1.27070697992195e-103,2.20771671554512,0.456,0.114,3.19315956984586e-99,"B cells","Napsa"
"Rpl21",3.25954888622637e-103,0.894105178694751,1,0.986,8.19092039619824e-99,"B cells","Rpl21"
"Rpl23",7.99806269890012e-103,0.871260052230136,1,0.995,2.00983317560661e-98,"B cells","Rpl23"
"Rpl19",4.21269135360149e-102,0.819349716027835,1,0.992,1.05860721024652e-97,"B cells","Rpl19"
"Rpl37a",6.38412283002757e-101,0.989081768615624,1,0.991,1.60426622595763e-96,"B cells","Rpl37a"
"Rpl27",7.33570848570714e-101,0.895554196209887,1,0.977,1.84339018537335e-96,"B cells","Rpl27"
"Rpl8",1.53430774852965e-99,0.883424873578163,1,0.986,3.85556194128016e-95,"B cells","Rpl8"
"Rps28",7.81834354649277e-98,1.05357961844162,1,0.961,1.96467154979817e-93,"B cells","Rps28"
"Rps9",1.68442899654598e-97,0.788880680354857,0.998,0.991,4.2328016254204e-93,"B cells","Rps9"
"Rpl7",3.4480669320764e-97,0.926390023813593,0.998,0.978,8.66464739361477e-93,"B cells","Rpl7"
"Rpsa",4.51854698613816e-97,0.951880572981622,1,0.979,1.13546567214666e-92,"B cells","Rpsa"
"Rpl32",5.18411181098224e-97,0.870773035011154,1,0.984,1.30271545698173e-92,"B cells","Rpl32"
"Rpl30",4.83417353474386e-96,0.824652519885241,0.998,0.99,1.21477946754578e-91,"B cells","Rpl30"
"Rps5",2.58208431213741e-95,0.901590856360754,0.998,0.974,6.48851966797009e-91,"B cells","Rps5"
"Rps4x",3.31095924093363e-94,0.878238360116319,1,0.976,8.32010947654212e-90,"B cells","Rps4x"
"Tmsb10",5.39907615353712e-94,1.0702610660639,0.972,0.664,1.35673384662234e-89,"B cells","Tmsb10"
"Rpl28",5.35096979736031e-93,0.831736185083471,1,0.99,1.34464520037867e-88,"B cells","Rpl28"
"Foxp1",1.29380861852089e-91,1.94748159280595,0.706,0.375,3.25121167748116e-87,"B cells","Foxp1"
"Rpl13",3.12572536725572e-91,0.822706557925725,1,0.994,7.85463527537691e-87,"B cells","Rpl13"
"Rhoh",1.42585457282314e-90,2.84941130596209,0.414,0.114,3.58302995604727e-86,"B cells","Rhoh"
"Rpl13a",3.88115786740992e-90,0.849427310879969,1,0.98,9.75296160501439e-86,"B cells","Rpl13a"
"Rpl37",9.69970885358823e-89,0.874867418473123,1,0.98,2.43743983781819e-84,"B cells","Rpl37"
"Rps8",4.27572363696295e-88,0.756963358307871,1,0.992,1.07444659273242e-83,"B cells","Rps8"
"Rpl26",5.66389219432971e-86,0.768526553008244,0.998,0.989,1.42327946951311e-81,"B cells","Rpl26"
"Rps29",1.27021901246111e-85,0.957143718886926,1,0.996,3.19193335641352e-81,"B cells","Rps29"
"Rps21",1.69108663899755e-84,0.965016057226029,1,0.98,4.24953161513693e-80,"B cells","Rps21"
"Rps12",3.200961452509e-84,0.782737526691795,1,0.991,8.04369603400986e-80,"B cells","Rps12"
"Rps3",4.84437402040985e-84,0.790998101399694,1,0.977,1.21734274758879e-79,"B cells","Rps3"
"Btg1",1.16717681701353e-83,1.24134731470916,0.946,0.74,2.93299862347331e-79,"B cells","Btg1"
"Rpl22",3.11023676274565e-83,0.932211497693223,0.996,0.924,7.81571396110353e-79,"B cells","Rpl22"
"Rplp2",3.52270517807209e-82,0.816754723600591,1,0.983,8.85220584197736e-78,"B cells","Rplp2"
"Rps11",6.38764223618435e-82,0.780301252761557,0.998,0.984,1.60515061753077e-77,"B cells","Rps11"
"Rpl11",1.47600165374806e-81,0.748172470740323,1,0.983,3.70904455570351e-77,"B cells","Rpl11"
"Blnk",3.08638313409098e-81,2.87578113940124,0.358,0.094,7.75577217765722e-77,"B cells","Blnk"
"Rpl18",4.71471274589266e-78,0.743220308771164,0.998,0.98,1.18476016591537e-73,"B cells","Rpl18"
"Syk",7.7459987437263e-78,2.51510367652234,0.402,0.12,1.94649202431098e-73,"B cells","Syk"
"Rps18",1.98362661704718e-77,0.771690043971997,1,0.967,4.98465532597787e-73,"B cells","Rps18"
"Rpl10a",2.15316990406676e-77,0.852318874154798,0.998,0.94,5.41070065192937e-73,"B cells","Rpl10a"
"Rps15",2.22525933992338e-77,0.827284537433668,1,0.978,5.59185419529347e-73,"B cells","Rps15"
"Rps25",3.52829450210912e-77,0.775029031565607,1,0.98,8.86625125435e-73,"B cells","Rps25"
"Rpl38",1.22893409918109e-76,0.912332695108808,0.998,0.973,3.08818849783216e-72,"B cells","Rpl38"
"Rpl9",2.95948477984096e-76,0.717450469788697,1,0.99,7.43688930326234e-72,"B cells","Rpl9"
"Lrmp",3.06918382874895e-75,2.09331653277812,0.352,0.095,7.71255204326323e-71,"B cells","Lrmp"
"Tnfrsf13b",3.64801332610212e-75,2.85450960659774,0.316,0.077,9.16709268716201e-71,"B cells","Tnfrsf13b"
"Rpl6",8.40986564254496e-75,0.775090986637118,1,0.975,2.11331513731512e-70,"B cells","Rpl6"
"Ly6e",8.43320184583861e-74,1.01085710550269,0.964,0.713,2.11917929184078e-69,"B cells","Ly6e"
"Rpl36",2.86714528064329e-73,0.849284658720727,0.998,0.962,7.20484937572851e-69,"B cells","Rpl36"
"Stk17b",3.69712596046155e-73,1.6534804360458,0.654,0.314,9.29050782604382e-69,"B cells","Stk17b"
"Rps14",6.73593691362841e-73,0.650149342128554,1,0.995,1.69267358702568e-68,"B cells","Rps14"
"Pou2f2",1.2056723963236e-71,2.03785456194322,0.468,0.168,3.02973416472158e-67,"B cells","Pou2f2"
"Rack1",1.22556796224343e-70,0.782892416570092,1,0.941,3.07972973232151e-66,"B cells","Rack1"
"Cd52",7.49674394392096e-70,0.987891901900551,0.908,0.472,1.8838567856679e-65,"B cells","Cd52"
"Rps27a",1.4569338625838e-69,0.62937839285472,1,0.996,3.66112910328684e-65,"B cells","Rps27a"
"Gpr171",1.69244454097286e-69,2.39531369902582,0.34,0.092,4.25294388701071e-65,"B cells","Gpr171"
"Rpl5",1.29852852825149e-66,0.728202451962104,1,0.956,3.26307233864318e-62,"B cells","Rpl5"
"Rpl35",1.21760912271947e-64,0.946451100567603,0.982,0.878,3.05972996448176e-60,"B cells","Rpl35"
"Ets1",6.3464054575769e-64,1.61904066037511,0.548,0.235,1.5947882274345e-59,"B cells","Ets1"
"Rps23",1.03066992748313e-63,0.638045797469797,1,0.99,2.58997046077236e-59,"B cells","Rps23"
"Cnp",1.84232083361088e-63,2.35345056627932,0.372,0.123,4.62956802278079e-59,"B cells","Cnp"
"Rpl41",5.58453587127953e-63,0.671210188065421,1,0.996,1.40333801909383e-58,"B cells","Rpl41"
"Chchd10",1.04132270410382e-62,1.55078099110233,0.776,0.432,2.6167398231425e-58,"B cells","Chchd10"
"Ikzf3",2.1985289381763e-61,2.58191059607642,0.266,0.064,5.52468336874322e-57,"B cells","Ikzf3"
"Rpl15",3.63012510757697e-61,0.678064421457886,1,0.975,9.12214138283018e-57,"B cells","Rpl15"
"Cd69",6.11008886333266e-61,2.03261088040344,0.354,0.109,1.53540423046686e-56,"B cells","Cd69"
"Ptma",1.8791287705008e-59,0.814763121233188,1,0.982,4.72206268739145e-55,"B cells","Ptma"
"Arhgdib",3.77377013666436e-59,0.895625350892111,0.8,0.445,9.48310697642387e-55,"B cells","Arhgdib"
"Arl5c",8.68835638914666e-59,3.08004834600306,0.276,0.072,2.18329707702866e-54,"B cells","Arl5c"
"Tpt1",2.52440259636392e-58,0.501518324295835,1,0.999,6.34357128440291e-54,"B cells","Tpt1"
"Pold4",4.14507284004071e-58,2.29182059366623,0.468,0.213,1.04161535397383e-53,"B cells","Pold4"
"H2-DMa",1.22967689081076e-57,1.68775407292871,0.426,0.156,3.09005505891835e-53,"B cells","H2-DMa"
"Rpl36a",6.80436894624649e-57,0.892499393924033,0.97,0.858,1.70986987250228e-52,"B cells","Rpl36a"
"Rnase6",4.04155312901851e-56,2.51372494702287,0.27,0.07,1.01560188579106e-51,"B cells","Rnase6"
"Plekha2",1.99807414588141e-55,2.52804691854094,0.32,0.1,5.02096052118539e-51,"B cells","Plekha2"
"Rac2",4.59870642496794e-53,1.06063034923491,0.672,0.33,1.15560893753019e-48,"B cells","Rac2"
"Coro1a",4.2235958351093e-52,0.894413130861773,0.752,0.385,1.06134739740462e-47,"B cells","Coro1a"
"Rel",9.52600910476191e-51,1.78766017818146,0.506,0.247,2.39379082793562e-46,"B cells","Rel"
"Rpl4",2.43694501251321e-50,0.772356515083749,0.994,0.898,6.12379912194444e-46,"B cells","Rpl4"
"Rps17",4.12066170062412e-50,0.676692746959926,0.996,0.954,1.03548107874983e-45,"B cells","Rps17"
"Rasgrp2",6.79248838608142e-49,2.00907230352594,0.294,0.09,1.7068844065384e-44,"B cells","Rasgrp2"
"Ltb",1.22844125413092e-47,1.64192004911617,0.38,0.142,3.0869500275056e-43,"B cells","Ltb"
"Rps6",1.78428957607354e-46,0.615286632466109,1,0.957,4.48374127571521e-42,"B cells","Rps6"
"Cytip",2.99877716970185e-46,1.32276834266225,0.484,0.217,7.53562714974377e-42,"B cells","Cytip"
"Stap1",4.43216440606465e-46,1.20109890576549,0.434,0.185,1.11375859359999e-41,"B cells","Stap1"
"Snrpg",1.95722514664272e-44,1.06092509242531,0.764,0.651,4.91831107099849e-40,"B cells","Snrpg"
"Rplp1",2.63026353848118e-43,0.513768439968485,0.998,0.99,6.60958924584936e-39,"B cells","Rplp1"
"Sh3bgrl3",3.73398417231933e-43,0.743039558144615,0.9,0.669,9.38312882662124e-39,"B cells","Sh3bgrl3"
"Serp1",5.30649510421431e-43,1.55880245387428,0.586,0.401,1.33346915473801e-38,"B cells","Serp1"
"Rpl14",1.5872832428625e-42,0.602673010546984,0.998,0.954,3.98868406098918e-38,"B cells","Rpl14"
"Cd24a",8.79263878443127e-42,1.44108701846602,0.482,0.235,2.20950220013973e-37,"B cells","Cd24a"
"Rpl23a",1.33475770590726e-40,0.531347041148349,1,0.973,3.35411263917435e-36,"B cells","Rpl23a"
"Rpl29",1.66265235143803e-40,0.612171477032295,0.996,0.951,4.17807909392863e-36,"B cells","Rpl29"
"Tmem131l",2.44709185459003e-40,2.41061552746393,0.28,0.098,6.14929712139929e-36,"B cells","Tmem131l"
"Eef1b2",3.29622068237049e-40,0.635903466953138,0.98,0.884,8.2830729527288e-36,"B cells","Eef1b2"
"Gimap1",8.31412353702443e-40,1.68219870881181,0.334,0.126,2.08925610361887e-35,"B cells","Gimap1"
"Msn",1.17929126176645e-39,0.973328135529015,0.696,0.45,2.9634410116929e-35,"B cells","Msn"
"Rplp0",1.82439166028285e-39,0.510239518242,1,0.957,4.58451380312478e-35,"B cells","Rplp0"
"Cd55",2.07825401420303e-39,1.81387622472348,0.366,0.161,5.2224445122908e-35,"B cells","Cd55"
"Pkig",2.19729195817363e-39,1.86470882169651,0.414,0.205,5.52157496169452e-35,"B cells","Pkig"
"Ptp4a3",1.68110897223858e-38,1.67280887830629,0.408,0.191,4.22445873633832e-34,"B cells","Ptp4a3"
"Rpl24",3.12594862990968e-38,0.502051492175536,1,0.987,7.85519631210004e-34,"B cells","Rpl24"
"Ripor2",1.92037820381051e-36,1.93515200699878,0.284,0.106,4.82571838835543e-32,"B cells","Ripor2"
"Rcsd1",2.279945540125e-36,1.96031841045102,0.308,0.122,5.7292751477801e-32,"B cells","Rcsd1"
"Rpl3",2.58295958312346e-36,0.538118742681251,1,0.959,6.49071913643094e-32,"B cells","Rpl3"
"Gimap6",1.37465072115241e-35,1.44137886236852,0.364,0.153,3.4543597971839e-31,"B cells","Gimap6"
"4930523C07Rik",1.46828325087008e-35,1.66798452982538,0.412,0.209,3.68964898111142e-31,"B cells","4930523C07Rik"
"Bcl11a",2.09328094735202e-35,2.18216122707846,0.338,0.153,5.26020569260089e-31,"B cells","Bcl11a"
"Rpl7a",2.28091901022777e-35,0.578768037146184,0.992,0.945,5.73172138080136e-31,"B cells","Rpl7a"
"Eif3f",3.74576144808785e-35,0.861786841169304,0.832,0.719,9.41272394289995e-31,"B cells","Eif3f"
"Ifi209",4.07891663347212e-35,1.47269166018068,0.312,0.121,1.02499096082521e-30,"B cells","Ifi209"
"Npm1",2.14864088179072e-34,0.681693360757771,0.96,0.841,5.39931967185191e-30,"B cells","Npm1"
"Ifi30",1.52554577833005e-33,1.3730580670258,0.408,0.198,3.83354398636559e-29,"B cells","Ifi30"
"Unc93b1",9.10502807589061e-33,1.25776607742251,0.462,0.241,2.28800250519055e-28,"B cells","Unc93b1"
"Filip1l",1.13747514926807e-32,1.50679316544491,0.34,0.152,2.85836130259574e-28,"B cells","Filip1l"
"Rps2",1.29878339274288e-32,0.550602577430598,0.996,0.952,3.26371278762357e-28,"B cells","Rps2"
"Pafah1b3",1.94285967472763e-32,2.75244049202225,0.352,0.181,4.88221207662307e-28,"B cells","Pafah1b3"
"Hnrnpf",2.13717382476519e-32,0.741367659607683,0.88,0.741,5.37050410425244e-28,"B cells","Hnrnpf"
"Cd83",7.70096206795999e-32,1.05419327049876,0.32,0.128,1.93517475805767e-27,"B cells","Cd83"
"Cxcr4",1.01223126773847e-31,1.60094583861319,0.322,0.141,2.5436359527e-27,"B cells","Cxcr4"
"Parp1",1.32836119999741e-31,2.07240188099656,0.342,0.167,3.3380388594735e-27,"B cells","Parp1"
"Swap70",1.79905103155464e-31,2.14285916854417,0.35,0.175,4.52083533719365e-27,"B cells","Swap70"
"Rpl31",3.33233266077494e-31,0.67898123329421,0.978,0.903,8.37381874326134e-27,"B cells","Rpl31"
"Naca",3.12232966057438e-30,0.580675211180839,0.996,0.944,7.84610220405737e-26,"B cells","Naca"
"Dusp2",4.40148469075895e-30,1.33211145054538,0.362,0.167,1.10604908794082e-25,"B cells","Dusp2"
"Rbm39",1.21770387657253e-29,0.652076842222893,0.958,0.878,3.05996807143911e-25,"B cells","Rbm39"
"Plac8",1.45168156602528e-29,0.261663013108737,0.418,0.192,3.64793060726492e-25,"B cells","Plac8"
"Fchsd2",3.89229246034189e-29,2.16712182383807,0.258,0.106,9.78094172359314e-25,"B cells","Fchsd2"
"Ablim1",5.50320003862237e-29,1.341782384388,0.388,0.197,1.38289913770541e-24,"B cells","Ablim1"
"Rpl10",5.77742222098203e-29,0.460326355650714,0.998,0.957,1.45180842991058e-24,"B cells","Rpl10"
"Slc38a1",7.31677677563673e-29,1.48020136658908,0.358,0.177,1.83863283594975e-24,"B cells","Slc38a1"
"Dnajc7",9.18236352982962e-29,2.65512191423624,0.46,0.312,2.30743613141089e-24,"B cells","Dnajc7"
"Xist",1.81261890976384e-28,0.693566079010899,0.956,0.844,4.55493005834555e-24,"B cells","Xist"
"Hist1h1e",2.65524861901118e-28,1.83802180490948,0.404,0.232,6.67237425471318e-24,"B cells","Hist1h1e"
"Ptpn6",2.73061549336514e-28,1.33315218937524,0.426,0.238,6.86176367327726e-24,"B cells","Ptpn6"
"Sept1",2.88624158986673e-28,1.03936972198456,0.394,0.189,7.2528364911761e-24,"B cells","Sept1"
"Sell",2.89479332884905e-28,1.37552150976516,0.3,0.127,7.27432615606478e-24,"B cells","Sell"
"Rbm3",9.03498115083427e-28,0.684823961548202,0.936,0.83,2.27040041339314e-23,"B cells","Rbm3"
"Malat1",2.00232052027896e-27,0.324049316091942,1,0.998,5.03163123540899e-23,"B cells","Malat1"
"Gpr183",5.85377468679826e-27,1.64996597566551,0.308,0.142,1.47099504104553e-22,"B cells","Gpr183"
"Man1a",8.18295569220228e-27,2.05641182082004,0.272,0.121,2.05629493589351e-22,"B cells","Man1a"
"Arpc5l",9.24737112986951e-27,1.56751098020883,0.46,0.312,2.32377189122491e-22,"B cells","Arpc5l"
"Hnrnpa3",1.78453059932283e-26,0.67984435020459,0.908,0.782,4.48434694303834e-22,"B cells","Hnrnpa3"
"Csk",2.27358937277975e-26,1.63719787127079,0.352,0.187,5.71330273485824e-22,"B cells","Csk"
"Uba52",3.14888174489942e-26,0.960585957165593,0.682,0.606,7.91282493675775e-22,"B cells","Uba52"
"Satb1",7.18459201109151e-26,1.52069211254034,0.302,0.139,1.80541612646719e-21,"B cells","Satb1"
"Pfn1",1.09861699981929e-25,0.443852663615476,0.982,0.891,2.76071465884588e-21,"B cells","Pfn1"
"Lyn",1.66542142457548e-25,1.09167029813668,0.436,0.244,4.18503749781573e-21,"B cells","Lyn"
"Cox7a2l",2.66769259066459e-25,0.797847967047641,0.79,0.712,6.70364471108105e-21,"B cells","Cox7a2l"
"Ly86",3.88655963107423e-25,0.602619361465291,0.38,0.171,9.76653569692643e-21,"B cells","Ly86"
"Rpl36al",4.72654947828185e-25,0.574197999834521,0.976,0.871,1.18773461839745e-20,"B cells","Rpl36al"
"Eef1a1",8.66869410957144e-25,0.346791853009668,1,0.993,2.17835614279421e-20,"B cells","Eef1a1"
"H3f3b",4.8091304010659e-24,0.355597154345963,1,0.996,1.20848637848385e-19,"B cells","H3f3b"
"C1galt1",1.19186668467765e-23,2.11616091118907,0.296,0.153,2.99504179192646e-19,"B cells","C1galt1"
"St8sia4",2.86148621713467e-23,1.74068142564509,0.306,0.154,7.19062871503772e-19,"B cells","St8sia4"
"Il2rg",2.92826942441969e-23,1.33936660327238,0.332,0.168,7.35844823662425e-19,"B cells","Il2rg"
"Ikzf1",5.18897609739953e-23,1.57745486025794,0.312,0.16,1.30393780351553e-18,"B cells","Ikzf1"
"Tut4",8.75132962422875e-23,1.3347587005297,0.456,0.307,2.19912162127244e-18,"B cells","Tut4"
"Ddx5",9.86371449332042e-23,0.426899026996407,0.998,0.971,2.47865281502649e-18,"B cells","Ddx5"
"Klf2",1.13431755378134e-22,0.686270201569031,0.556,0.366,2.85042658089713e-18,"B cells","Klf2"
"Gm10076",1.56026760176504e-22,0.771616688525534,0.812,0.74,3.92079645647538e-18,"B cells","Gm10076"
"Prrc2c",4.1603575997914e-22,0.593032904143974,0.866,0.751,1.04545626125158e-17,"B cells","Prrc2c"
"Rpl22l1",5.20884719919993e-22,0.74225036796706,0.79,0.711,1.30893121268695e-17,"B cells","Rpl22l1"
"Lsp1",5.93301098380575e-22,0.633511094072677,0.52,0.303,1.49090633012055e-17,"B cells","Lsp1"
"Sub1",6.13714389509062e-22,0.564093635009703,0.94,0.836,1.54220288939732e-17,"B cells","Sub1"
"Eif1",3.22704666808822e-21,0.344217551269285,1,0.993,8.10924557223889e-17,"B cells","Eif1"
"Pxk",4.74039439490585e-21,1.98774777313039,0.266,0.134,1.19121370749589e-16,"B cells","Pxk"
"Irf8",5.99553916956213e-21,1.08684147902122,0.378,0.206,1.50661903791927e-16,"B cells","Irf8"
"Limd2",1.08565210253928e-20,1.30651088444277,0.45,0.3,2.72813516847096e-16,"B cells","Limd2"
"Arhgef1",1.26447992219492e-20,1.37916067437059,0.38,0.237,3.17751159648362e-16,"B cells","Arhgef1"
"Smim14",2.06410792841348e-20,1.28179975476934,0.502,0.406,5.18689681331024e-16,"B cells","Smim14"
"Vars",2.58761301450885e-20,1.8192290733122,0.278,0.146,6.5024127441593e-16,"B cells","Vars"
"Eef1g",2.67086665280996e-20,0.790477090555264,0.672,0.601,6.71162081184614e-16,"B cells","Eef1g"
"Ncl",3.93585973618355e-20,0.683310050668275,0.948,0.854,9.89042193105565e-16,"B cells","Ncl"
"Gmfg",8.8786921461065e-20,0.989399031431818,0.466,0.296,2.2311265493951e-15,"B cells","Gmfg"
"Sp100",1.05282868883248e-19,0.966644836053499,0.45,0.286,2.64565321216713e-15,"B cells","Sp100"
"Apobec3",1.48203835844394e-19,1.3118388363404,0.388,0.25,3.72421419093377e-15,"B cells","Apobec3"
"Cfl1",2.36752547932462e-19,0.43299069776909,0.968,0.86,5.94935477699483e-15,"B cells","Cfl1"
"Tsc22d3",2.51860112517359e-19,1.62025768232267,0.32,0.185,6.32899276744871e-15,"B cells","Tsc22d3"
"Inpp5d",3.77960994986957e-19,1.32797075874698,0.316,0.172,9.49778184302723e-15,"B cells","Inpp5d"
"Pik3ap1",4.52009058123543e-19,1.54959429579064,0.25,0.121,1.13585356215865e-14,"B cells","Pik3ap1"
"Lbh",5.52113196428555e-19,1.49490293479833,0.316,0.178,1.38740525130531e-14,"B cells","Lbh"
"Nol7",7.41029931606093e-19,0.99758388240328,0.588,0.511,1.86213411513295e-14,"B cells","Nol7"
"Serinc3",8.11533035485149e-19,0.864157956926518,0.59,0.489,2.03930136487063e-14,"B cells","Serinc3"
"Oaz1",1.19561206706351e-18,0.426351342939787,0.998,0.968,3.00445356332388e-14,"B cells","Oaz1"
"Bcl7a",2.32885533997455e-18,1.89935455548023,0.276,0.149,5.85218058382204e-14,"B cells","Bcl7a"
"Mbnl1",2.54455169525421e-18,0.795045649068907,0.608,0.514,6.39420395500431e-14,"B cells","Mbnl1"
"Ube2s",3.21795807875055e-18,0.523684597454017,0.764,0.583,8.08640685609227e-14,"B cells","Ube2s"
"Eef2",4.69891760864306e-18,0.438437820252684,0.964,0.878,1.18079100587592e-13,"B cells","Eef2"
"Btf3",1.02251007862719e-17,0.48166281905299,0.956,0.889,2.56946557658226e-13,"B cells","Btf3"
"2410006H16Rik",2.83063678101196e-17,1.1431486574417,0.484,0.377,7.11310716700495e-13,"B cells","2410006H16Rik"
"Jund",3.30690964375301e-17,0.581054550158818,0.98,0.908,8.30993324378693e-13,"B cells","Jund"
"Hnrnpu",3.99074386862631e-17,0.43778814691287,0.936,0.806,1.00283402674711e-12,"B cells","Hnrnpu"
